interaction,Non-responder,Responder,diff,abs_diff,source,target,ligand,receptor
B cells|B cells|ADAM10|CD44,0.7282496823807754,0.8254911285941418,-0.09724144621336639,0.09724144621336639,B cells,B cells,ADAM10,CD44
B cells|B cells|ADAM10|IL6R,0.8458517316188117,1.0,-0.15414826838118834,0.15414826838118834,B cells,B cells,ADAM10,IL6R
B cells|B cells|ADAM10|NOTCH1,0.024798802468422386,0.5409154372335329,-0.5161166347651105,0.5161166347651105,B cells,B cells,ADAM10,NOTCH1
B cells|B cells|ADAM10|NOTCH2,1.0,1.0,0.0,0.0,B cells,B cells,ADAM10,NOTCH2
B cells|B cells|ADAM10|TSPAN14,1.0,0.5208585423403241,0.47914145765967586,0.47914145765967586,B cells,B cells,ADAM10,TSPAN14
B cells|B cells|ARF6|SMAP1,0.6750183240495987,1.0,-0.3249816759504013,0.3249816759504013,B cells,B cells,ARF6,SMAP1
B cells|B cells|BSG|SLC16A1,1.0,1.0,0.0,0.0,B cells,B cells,BSG,SLC16A1
B cells|B cells|CD48|CD2,0.31805634290695156,0.10882148617143836,0.2092348567355132,0.2092348567355132,B cells,B cells,CD48,CD2
B cells|B cells|CD99|PILRB,1.0,0.8385018221123499,0.16149817788765009,0.16149817788765009,B cells,B cells,CD99,PILRB
B cells|B cells|COPA|CD74,0.4391722661454402,0.81190992512043,-0.37273765897498984,0.37273765897498984,B cells,B cells,COPA,CD74
B cells|B cells|GNAI2|IGF1R,0.8693439800591327,0.9019919830466256,-0.03264800298749293,0.03264800298749293,B cells,B cells,GNAI2,IGF1R
B cells|B cells|GNAI2|S1PR1,1.0,1.0,0.0,0.0,B cells,B cells,GNAI2,S1PR1
B cells|B cells|GPI|AMFR,0.9910704712178497,1.0,-0.008929528782150253,0.008929528782150253,B cells,B cells,GPI,AMFR
B cells|B cells|HLA-A|APLP2,0.6415852828559154,0.7076646175117495,-0.06607933465583404,0.06607933465583404,B cells,B cells,HLA-A,APLP2
B cells|B cells|HLA-A|CD8A,0.5173948180914306,0.062484880744035506,0.4549099373473951,0.4549099373473951,B cells,B cells,HLA-A,CD8A
B cells|B cells|HLA-A|CD8B,0.48262377368416653,0.07505969732738788,0.40756407635677866,0.40756407635677866,B cells,B cells,HLA-A,CD8B
B cells|B cells|HLA-B|CD3D,0.0002485809087288064,0.0003897332026788112,-0.00014115229395000482,0.00014115229395000482,B cells,B cells,HLA-B,CD3D
B cells|B cells|HLA-B|CD8A,0.42938188331684946,0.0531903496491169,0.37619153366773256,0.37619153366773256,B cells,B cells,HLA-B,CD8A
B cells|B cells|HLA-B|CD8B,0.40186559099960956,0.06587644985490053,0.335989141144709,0.335989141144709,B cells,B cells,HLA-B,CD8B
B cells|B cells|HLA-C|CD8A,0.4299917569039204,0.05986086640955185,0.37013089049436854,0.37013089049436854,B cells,B cells,HLA-C,CD8A
B cells|B cells|HLA-C|CD8B,0.40251969496709117,0.07263275417423187,0.3298869407928593,0.3298869407928593,B cells,B cells,HLA-C,CD8B
B cells|B cells|HLA-DPA1|CD4,1.0,1.0,0.0,0.0,B cells,B cells,HLA-DPA1,CD4
B cells|B cells|HLA-DPB1|CD4,0.830309086366142,1.0,-0.16969091363385802,0.16969091363385802,B cells,B cells,HLA-DPB1,CD4
B cells|B cells|HLA-E|CD8A,0.47538318365618126,0.06426341150041512,0.4111197721557661,0.4111197721557661,B cells,B cells,HLA-E,CD8A
B cells|B cells|HLA-E|CD8B,0.44342961216296367,0.07699538301301359,0.36643422914995005,0.36643422914995005,B cells,B cells,HLA-E,CD8B
B cells|B cells|HLA-E|KLRK1,0.34460497438392873,0.055849103956270525,0.2887558704276582,0.2887558704276582,B cells,B cells,HLA-E,KLRK1
B cells|B cells|HLA-F|CD8A,0.7290553064875791,0.11125832294947939,0.6177969835380998,0.6177969835380998,B cells,B cells,HLA-F,CD8A
B cells|B cells|HLA-F|CD8B,0.688251066925379,0.12684804934210958,0.5614030175832694,0.5614030175832694,B cells,B cells,HLA-F,CD8B
B cells|B cells|HLA-G|CD4,0.7718352146764784,0.5182731521971757,0.2535620624793027,0.2535620624793027,B cells,B cells,HLA-G,CD4
B cells|B cells|HLA-G|CD8A,0.5510342688291154,0.4143542913775966,0.13667997745151883,0.13667997745151883,B cells,B cells,HLA-G,CD8A
B cells|B cells|HLA-G|CD8B,0.5864603869920187,0.4484618018476728,0.13799858514434593,0.13799858514434593,B cells,B cells,HLA-G,CD8B
B cells|B cells|HMGB1|CXCR4,0.00023299339491514526,0.008509453425314365,-0.00827646003039922,0.00827646003039922,B cells,B cells,HMGB1,CXCR4
B cells|B cells|ICAM2|ITGAL_ITGB2,0.4412288944633773,0.7084710105003775,-0.2672421160370002,0.2672421160370002,B cells,B cells,ICAM2,ITGAL_ITGB2
B cells|B cells|ICAM3|ITGAL,0.6403088195852571,0.5888186550424142,0.05149016454284294,0.05149016454284294,B cells,B cells,ICAM3,ITGAL
B cells|B cells|IL16|CD4,0.1597249401203509,0.576309987617083,-0.4165850474967321,0.4165850474967321,B cells,B cells,IL16,CD4
B cells|B cells|IL16|KCNA3,0.015096703034131515,1.0,-0.9849032969658685,0.9849032969658685,B cells,B cells,IL16,KCNA3
B cells|B cells|LCK|CD8A_CD8B,0.8033472534601773,0.5649861675616934,0.23836108589848393,0.23836108589848393,B cells,B cells,LCK,CD8A_CD8B
B cells|B cells|LRPAP1|SORL1,0.7779519879758476,0.41242723035691864,0.365524757618929,0.365524757618929,B cells,B cells,LRPAP1,SORL1
B cells|B cells|MAML2|NOTCH1,0.04380712709929969,1.0,-0.9561928729007003,0.9561928729007003,B cells,B cells,MAML2,NOTCH1
B cells|B cells|MAML2|NOTCH2,1.0,0.9789759926197055,0.02102400738029453,0.02102400738029453,B cells,B cells,MAML2,NOTCH2
B cells|B cells|MFNG|NOTCH1,0.6132120996779623,1.0,-0.3867879003220377,0.3867879003220377,B cells,B cells,MFNG,NOTCH1
B cells|B cells|MFNG|NOTCH2,0.4879662707121538,0.9760875692405331,-0.48812129852837927,0.48812129852837927,B cells,B cells,MFNG,NOTCH2
B cells|B cells|MIF|CD44_CD74,0.23617977423562306,0.19841463369418882,0.03776514054143423,0.03776514054143423,B cells,B cells,MIF,CD44_CD74
B cells|B cells|MIF|CD74_CXCR4,0.23617977423562306,0.19841463369418882,0.03776514054143423,0.03776514054143423,B cells,B cells,MIF,CD74_CXCR4
B cells|B cells|MIF|TNFRSF14,0.9812826616399928,0.9291730037175148,0.052109657922478014,0.052109657922478014,B cells,B cells,MIF,TNFRSF14
B cells|B cells|NUCB2|ERAP1,1.0,0.6338144448011461,0.3661855551988539,0.3661855551988539,B cells,B cells,NUCB2,ERAP1
B cells|B cells|PKM|CD44,0.0433980479436893,0.09100414328423918,-0.04760609534054988,0.04760609534054988,B cells,B cells,PKM,CD44
B cells|B cells|PSEN1|CD44,0.6010684772273187,0.7470609041312124,-0.1459924269038937,0.1459924269038937,B cells,B cells,PSEN1,CD44
B cells|B cells|PSEN1|NCSTN,0.6655525755970612,1.0,-0.33444742440293884,0.33444742440293884,B cells,B cells,PSEN1,NCSTN
B cells|B cells|PSEN1|NOTCH1,0.008393325050737283,0.6022487796388245,-0.5938554545880872,0.5938554545880872,B cells,B cells,PSEN1,NOTCH1
B cells|B cells|PSEN1|NOTCH2,0.7509878894793359,1.0,-0.24901211052066408,0.24901211052066408,B cells,B cells,PSEN1,NOTCH2
B cells|B cells|PTDSS1|JMJD6,1.0,1.0,0.0,0.0,B cells,B cells,PTDSS1,JMJD6
B cells|B cells|SELPLG|ITGB2,0.25603685203476045,0.5904893436035829,-0.3344524915688224,0.3344524915688224,B cells,B cells,SELPLG,ITGB2
B cells|B cells|SELPLG|SELL,0.2429013992685657,0.19350640332182845,0.04939499594673724,0.04939499594673724,B cells,B cells,SELPLG,SELL
B cells|B cells|TNF|ICOS,0.5217094522719554,1.0,-0.4782905477280446,0.4782905477280446,B cells,B cells,TNF,ICOS
B cells|B cells|TNF|NOTCH1,0.04995904760300411,0.5429697453168107,-0.4930106977138066,0.4930106977138066,B cells,B cells,TNF,NOTCH1
B cells|B cells|TNF|TNFRSF1B,0.9521402412811069,0.7918003509972018,0.16033989028390505,0.16033989028390505,B cells,B cells,TNF,TNFRSF1B
B cells|B cells|VIM|CD44,0.0003159573491001641,0.013649356004024608,-0.013333398654924444,0.013333398654924444,B cells,B cells,VIM,CD44
B cells|B cells|YBX1|NOTCH1,0.1758946768906046,0.27875391688021395,-0.10285923998960936,0.10285923998960936,B cells,B cells,YBX1,NOTCH1
B cells|CD16+ NK cells|ACTR2|ADRB2,0.3279254318251732,1.0,-0.6720745681748268,0.6720745681748268,B cells,CD16+ NK cells,ACTR2,ADRB2
B cells|CD16+ NK cells|ACTR2|LDLR,0.3855141941287219,1.0,-0.6144858058712781,0.6144858058712781,B cells,CD16+ NK cells,ACTR2,LDLR
B cells|CD16+ NK cells|ADAM10|CD44,0.38125124191556387,0.4098081613248436,-0.028556919409279735,0.028556919409279735,B cells,CD16+ NK cells,ADAM10,CD44
B cells|CD16+ NK cells|ADAM10|NOTCH1,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,ADAM10,NOTCH1
B cells|CD16+ NK cells|ADAM10|NOTCH2,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,ADAM10,NOTCH2
B cells|CD16+ NK cells|ADAM10|TSPAN14,0.46432659305738977,0.49968589787381723,-0.03535930481642746,0.03535930481642746,B cells,CD16+ NK cells,ADAM10,TSPAN14
B cells|CD16+ NK cells|ARF6|SMAP1,0.6256160009065701,1.0,-0.3743839990934299,0.3743839990934299,B cells,CD16+ NK cells,ARF6,SMAP1
B cells|CD16+ NK cells|ARPC5|ADRB2,0.5959054412533158,0.7453037974705403,-0.14939835621722453,0.14939835621722453,B cells,CD16+ NK cells,ARPC5,ADRB2
B cells|CD16+ NK cells|ARPC5|LDLR,1.0,0.9735374098404318,0.0264625901595682,0.0264625901595682,B cells,CD16+ NK cells,ARPC5,LDLR
B cells|CD16+ NK cells|B2M|KIR2DL1,0.18510462874659972,0.2713829321016288,-0.08627830335502906,0.08627830335502906,B cells,CD16+ NK cells,B2M,KIR2DL1
B cells|CD16+ NK cells|B2M|KIR2DL3,0.06586004873367647,0.05871156092081097,0.007148487812865499,0.007148487812865499,B cells,CD16+ NK cells,B2M,KIR2DL3
B cells|CD16+ NK cells|B2M|KIR3DL1,0.07049972527279927,0.17137035933200223,-0.10087063405920296,0.10087063405920296,B cells,CD16+ NK cells,B2M,KIR3DL1
B cells|CD16+ NK cells|B2M|KLRC1,0.09325362496273859,0.025791717620949547,0.06746190734178904,0.06746190734178904,B cells,CD16+ NK cells,B2M,KLRC1
B cells|CD16+ NK cells|B2M|KLRC2,0.1872236004673839,0.18277079950450048,0.004452800962883419,0.004452800962883419,B cells,CD16+ NK cells,B2M,KLRC2
B cells|CD16+ NK cells|B2M|KLRD1,2.540579912142158e-07,8.825113362523391e-06,-8.571055371309176e-06,8.571055371309176e-06,B cells,CD16+ NK cells,B2M,KLRD1
B cells|CD16+ NK cells|BAG6|NCR3,0.5746554243108193,1.0,-0.4253445756891807,0.4253445756891807,B cells,CD16+ NK cells,BAG6,NCR3
B cells|CD16+ NK cells|CALM1|PTPRA,0.6303548121049098,0.3258302858838943,0.30452452622101556,0.30452452622101556,B cells,CD16+ NK cells,CALM1,PTPRA
B cells|CD16+ NK cells|CD48|CD2,0.29641923836328143,0.4777150951284761,-0.18129585676519466,0.18129585676519466,B cells,CD16+ NK cells,CD48,CD2
B cells|CD16+ NK cells|CD48|CD244,0.3965294601279261,0.5264180353620667,-0.12988857523414055,0.12988857523414055,B cells,CD16+ NK cells,CD48,CD244
B cells|CD16+ NK cells|CD99|PILRB,0.5560442887701406,0.9915957028479402,-0.4355514140777996,0.4355514140777996,B cells,CD16+ NK cells,CD99,PILRB
B cells|CD16+ NK cells|CLEC2B|KLRF1,0.12231293113477323,0.8802970152806249,-0.7579840841458516,0.7579840841458516,B cells,CD16+ NK cells,CLEC2B,KLRF1
B cells|CD16+ NK cells|CLEC2D|KLRB1,0.17991717217690353,0.027362318936403292,0.15255485324050025,0.15255485324050025,B cells,CD16+ NK cells,CLEC2D,KLRB1
B cells|CD16+ NK cells|COPA|CD74,0.5125500700386822,0.8224582739573487,-0.30990820391866647,0.30990820391866647,B cells,CD16+ NK cells,COPA,CD74
B cells|CD16+ NK cells|GNAI2|ADCY7,0.8119640180327927,1.0,-0.18803598196720728,0.18803598196720728,B cells,CD16+ NK cells,GNAI2,ADCY7
B cells|CD16+ NK cells|GNAI2|CXCR1,0.5647022014113245,0.30854273138753585,0.2561594700237887,0.2561594700237887,B cells,CD16+ NK cells,GNAI2,CXCR1
B cells|CD16+ NK cells|GNAI2|CXCR2,1.0,0.3713353040352407,0.6286646959647593,0.6286646959647593,B cells,CD16+ NK cells,GNAI2,CXCR2
B cells|CD16+ NK cells|GNAI2|F2R,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,GNAI2,F2R
B cells|CD16+ NK cells|GNAI2|IGF1R,0.34524068450397677,1.0,-0.6547593154960232,0.6547593154960232,B cells,CD16+ NK cells,GNAI2,IGF1R
B cells|CD16+ NK cells|GNAI2|S1PR1,0.9308024639032715,0.9047620208913012,0.026040443011970282,0.026040443011970282,B cells,CD16+ NK cells,GNAI2,S1PR1
B cells|CD16+ NK cells|GNAI2|S1PR5,0.4378202511922687,0.4240966653225341,0.0137235858697346,0.0137235858697346,B cells,CD16+ NK cells,GNAI2,S1PR5
B cells|CD16+ NK cells|GNAS|ADCY7,0.24806197306577865,0.699925180788828,-0.4518632077230494,0.4518632077230494,B cells,CD16+ NK cells,GNAS,ADCY7
B cells|CD16+ NK cells|GNAS|ADRB2,0.09819896438184131,0.7552138678243153,-0.657014903442474,0.657014903442474,B cells,CD16+ NK cells,GNAS,ADRB2
B cells|CD16+ NK cells|GNAS|PTGDR,0.13932417814138534,0.5288978590570146,-0.3895736809156293,0.3895736809156293,B cells,CD16+ NK cells,GNAS,PTGDR
B cells|CD16+ NK cells|GPI|AMFR,0.9266037537102655,0.7335354074002453,0.19306834631002023,0.19306834631002023,B cells,CD16+ NK cells,GPI,AMFR
B cells|CD16+ NK cells|HLA-A|APLP2,0.3396386529399612,0.7964718363556049,-0.4568331834156437,0.4568331834156437,B cells,CD16+ NK cells,HLA-A,APLP2
B cells|CD16+ NK cells|HLA-A|CD8A,0.41364152143415633,0.5567280912887427,-0.14308656985458634,0.14308656985458634,B cells,CD16+ NK cells,HLA-A,CD8A
B cells|CD16+ NK cells|HLA-A|KIR2DL1,0.3240942282733619,0.3553001901314888,-0.031205961858126907,0.031205961858126907,B cells,CD16+ NK cells,HLA-A,KIR2DL1
B cells|CD16+ NK cells|HLA-A|KIR2DL3,0.14361555554179317,0.09673644795721797,0.0468791075845752,0.0468791075845752,B cells,CD16+ NK cells,HLA-A,KIR2DL3
B cells|CD16+ NK cells|HLA-A|KIR3DL1,0.152490417386871,0.23785005515697927,-0.08535963777010827,0.08535963777010827,B cells,CD16+ NK cells,HLA-A,KIR3DL1
B cells|CD16+ NK cells|HLA-A|KIR3DL2,0.232480077200229,0.3167895419851251,-0.0843094647848961,0.0843094647848961,B cells,CD16+ NK cells,HLA-A,KIR3DL2
B cells|CD16+ NK cells|HLA-A|LILRB1,0.3792163115961942,0.44190301674810983,-0.06268670515191566,0.06268670515191566,B cells,CD16+ NK cells,HLA-A,LILRB1
B cells|CD16+ NK cells|HLA-B|CD8A,0.3408635898104646,0.520373677959237,-0.17951008814877234,0.17951008814877234,B cells,CD16+ NK cells,HLA-B,CD8A
B cells|CD16+ NK cells|HLA-B|KIR2DL3,0.10684596116812223,0.08547549854068118,0.02137046262744105,0.02137046262744105,B cells,CD16+ NK cells,HLA-B,KIR2DL3
B cells|CD16+ NK cells|HLA-B|KIR3DL1,0.11418262932820442,0.21841306021846962,-0.10423043089026521,0.10423043089026521,B cells,CD16+ NK cells,HLA-B,KIR3DL1
B cells|CD16+ NK cells|HLA-B|KIR3DL2,0.18407059890186211,0.29577990293576484,-0.11170930403390272,0.11170930403390272,B cells,CD16+ NK cells,HLA-B,KIR3DL2
B cells|CD16+ NK cells|HLA-B|KLRD1,4.972284727696526e-05,4.728688306638204e-05,2.4359642105832157e-06,2.4359642105832157e-06,B cells,CD16+ NK cells,HLA-B,KLRD1
B cells|CD16+ NK cells|HLA-B|LILRB1,0.4513236723453875,0.41519445756508055,0.03612921478030695,0.03612921478030695,B cells,CD16+ NK cells,HLA-B,LILRB1
B cells|CD16+ NK cells|HLA-C|CD8A,0.3418671418877149,0.5460933288363921,-0.20422618694867717,0.20422618694867717,B cells,CD16+ NK cells,HLA-C,CD8A
B cells|CD16+ NK cells|HLA-C|KIR2DL1,0.26141212005432124,0.3482884349991725,-0.08687631494485126,0.08687631494485126,B cells,CD16+ NK cells,HLA-C,KIR2DL1
B cells|CD16+ NK cells|HLA-C|KIR2DL3,0.10711624575678555,0.09351722923414256,0.01359901652264299,0.01359901652264299,B cells,CD16+ NK cells,HLA-C,KIR2DL3
B cells|CD16+ NK cells|HLA-C|KIR2DS4,0.14667733397251365,0.16278989562064122,-0.016112561648127577,0.016112561648127577,B cells,CD16+ NK cells,HLA-C,KIR2DS4
B cells|CD16+ NK cells|HLA-C|KIR3DL1,0.11449601914038113,0.23177920175986758,-0.11728318261948645,0.11728318261948645,B cells,CD16+ NK cells,HLA-C,KIR3DL1
B cells|CD16+ NK cells|HLA-C|LILRB1,0.4508011293131874,0.43443970336974846,0.016361425943438923,0.016361425943438923,B cells,CD16+ NK cells,HLA-C,LILRB1
B cells|CD16+ NK cells|HLA-E|CD8A,0.3801056551331624,0.5639516348216234,-0.18384597968846095,0.18384597968846095,B cells,CD16+ NK cells,HLA-E,CD8A
B cells|CD16+ NK cells|HLA-E|KIR3DL1,0.13479087244801086,0.24188913564965153,-0.10709826320164068,0.10709826320164068,B cells,CD16+ NK cells,HLA-E,KIR3DL1
B cells|CD16+ NK cells|HLA-E|KLRC1_KLRD1,0.1683058626690206,0.045518180390158765,0.12278768227886183,0.12278768227886183,B cells,CD16+ NK cells,HLA-E,KLRC1_KLRD1
B cells|CD16+ NK cells|HLA-E|KLRC2_KLRD1,0.2988454252061421,0.2563892078522891,0.04245621735385302,0.04245621735385302,B cells,CD16+ NK cells,HLA-E,KLRC2_KLRD1
B cells|CD16+ NK cells|HLA-E|KLRC3_KLRD1,0.2128646345736119,0.4329015934803294,-0.2200369589067175,0.2200369589067175,B cells,CD16+ NK cells,HLA-E,KLRC3_KLRD1
B cells|CD16+ NK cells|HLA-E|KLRK1,0.00021790891710281272,3.254875855324126e-05,0.00018536015854957145,0.00018536015854957145,B cells,CD16+ NK cells,HLA-E,KLRK1
B cells|CD16+ NK cells|HLA-F|CD8A,0.5988030995802454,0.7299143067179786,-0.13111120713773328,0.13111120713773328,B cells,CD16+ NK cells,HLA-F,CD8A
B cells|CD16+ NK cells|HLA-F|KIR3DL1,0.29174811464359995,0.33551426848606863,-0.04376615384246868,0.04376615384246868,B cells,CD16+ NK cells,HLA-F,KIR3DL1
B cells|CD16+ NK cells|HLA-F|KIR3DL2,0.3750000290826734,0.43256003929932285,-0.05756001021664947,0.05756001021664947,B cells,CD16+ NK cells,HLA-F,KIR3DL2
B cells|CD16+ NK cells|HLA-F|LILRB1,0.563120209509069,0.5927833979357937,-0.029663188426724663,0.029663188426724663,B cells,CD16+ NK cells,HLA-F,LILRB1
B cells|CD16+ NK cells|HLA-G|CD8A,0.67067644160166,0.6514520121922023,0.019224429409457677,0.019224429409457677,B cells,CD16+ NK cells,HLA-G,CD8A
B cells|CD16+ NK cells|HLA-G|KIR3DL1,0.8674680534560065,0.7227631351082121,0.14470491834779442,0.14470491834779442,B cells,CD16+ NK cells,HLA-G,KIR3DL1
B cells|CD16+ NK cells|HLA-G|KLRC1,0.9401324340972199,0.3560915098168128,0.5840409242804071,0.5840409242804071,B cells,CD16+ NK cells,HLA-G,KLRC1
B cells|CD16+ NK cells|HLA-G|KLRD1,0.04498837390169954,0.018323258216988422,0.026665115684711117,0.026665115684711117,B cells,CD16+ NK cells,HLA-G,KLRD1
B cells|CD16+ NK cells|HLA-G|LILRB1,0.9997413888988587,0.7762250833956921,0.2235163055031666,0.2235163055031666,B cells,CD16+ NK cells,HLA-G,LILRB1
B cells|CD16+ NK cells|HMGB1|CXCR4,0.06944367372791166,0.3589459675024732,-0.28950229377456155,0.28950229377456155,B cells,CD16+ NK cells,HMGB1,CXCR4
B cells|CD16+ NK cells|HMGB1|HAVCR2,0.1808128540010209,0.8225574353436991,-0.6417445813426782,0.6417445813426782,B cells,CD16+ NK cells,HMGB1,HAVCR2
B cells|CD16+ NK cells|HSPA8|ADRB2,0.005104709397586823,0.2667208512604051,-0.2616161418628183,0.2616161418628183,B cells,CD16+ NK cells,HSPA8,ADRB2
B cells|CD16+ NK cells|HSPA8|LDLR,0.5281467322656367,0.5234843030821464,0.0046624291834902465,0.0046624291834902465,B cells,CD16+ NK cells,HSPA8,LDLR
B cells|CD16+ NK cells|ICAM2|ITGAL_ITGB2,0.23596427447037133,0.20312503771339474,0.032839236756976586,0.032839236756976586,B cells,CD16+ NK cells,ICAM2,ITGAL_ITGB2
B cells|CD16+ NK cells|ICAM2|ITGAM_ITGB2,0.5972228105017426,1.0,-0.40277718949825736,0.40277718949825736,B cells,CD16+ NK cells,ICAM2,ITGAM_ITGB2
B cells|CD16+ NK cells|ICAM3|ITGAL,0.014293993088335656,0.3583902061534268,-0.34409621306509114,0.34409621306509114,B cells,CD16+ NK cells,ICAM3,ITGAL
B cells|CD16+ NK cells|ITGB2|CD226,0.6681991870642132,0.3837475830048228,0.2844516040593904,0.2844516040593904,B cells,CD16+ NK cells,ITGB2,CD226
B cells|CD16+ NK cells|LRPAP1|LDLR,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,LRPAP1,LDLR
B cells|CD16+ NK cells|LRPAP1|SORL1,0.9237446892970411,0.43300782880047695,0.4907368604965642,0.4907368604965642,B cells,CD16+ NK cells,LRPAP1,SORL1
B cells|CD16+ NK cells|LTB|TNFRSF1A,0.7398305439208298,0.7042721391955011,0.035558404725328674,0.035558404725328674,B cells,CD16+ NK cells,LTB,TNFRSF1A
B cells|CD16+ NK cells|MAML2|NOTCH1,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,MAML2,NOTCH1
B cells|CD16+ NK cells|MAML2|NOTCH2,1.0,0.8623939355944978,0.13760606440550216,0.13760606440550216,B cells,CD16+ NK cells,MAML2,NOTCH2
B cells|CD16+ NK cells|MFNG|NOTCH1,0.5067776930394312,1.0,-0.4932223069605688,0.4932223069605688,B cells,CD16+ NK cells,MFNG,NOTCH1
B cells|CD16+ NK cells|MFNG|NOTCH2,0.5962488420234722,0.8602498085671716,-0.2640009665436994,0.2640009665436994,B cells,CD16+ NK cells,MFNG,NOTCH2
B cells|CD16+ NK cells|MIF|CD44_CD74,0.4987065158152862,0.6776178673327333,-0.17891135151744714,0.17891135151744714,B cells,CD16+ NK cells,MIF,CD44_CD74
B cells|CD16+ NK cells|MIF|CD74_CXCR2,0.5386410772337995,0.7091883867085201,-0.17054730947472063,0.17054730947472063,B cells,CD16+ NK cells,MIF,CD74_CXCR2
B cells|CD16+ NK cells|MIF|CD74_CXCR4,0.36475565945248806,0.5078166192372808,-0.14306095978479277,0.14306095978479277,B cells,CD16+ NK cells,MIF,CD74_CXCR4
B cells|CD16+ NK cells|MIF|TNFRSF14,1.0,0.6179251417637139,0.38207485823628606,0.38207485823628606,B cells,CD16+ NK cells,MIF,TNFRSF14
B cells|CD16+ NK cells|NAMPT|ITGA5_ITGB1,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,NAMPT,ITGA5_ITGB1
B cells|CD16+ NK cells|NUCB2|ERAP1,0.9821582791621416,0.7222737803030891,0.2598844988590525,0.2598844988590525,B cells,CD16+ NK cells,NUCB2,ERAP1
B cells|CD16+ NK cells|PKM|CD44,0.49330277694788416,0.536085152532309,-0.04278237558442488,0.04278237558442488,B cells,CD16+ NK cells,PKM,CD44
B cells|CD16+ NK cells|PSEN1|CD44,0.6721009491021805,0.46095957396634657,0.21114137513583398,0.21114137513583398,B cells,CD16+ NK cells,PSEN1,CD44
B cells|CD16+ NK cells|PSEN1|NCSTN,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,PSEN1,NCSTN
B cells|CD16+ NK cells|PSEN1|NOTCH1,0.7748908167811481,1.0,-0.22510918321885187,0.22510918321885187,B cells,CD16+ NK cells,PSEN1,NOTCH1
B cells|CD16+ NK cells|PSEN1|NOTCH2,0.8849545764898434,1.0,-0.11504542351015656,0.11504542351015656,B cells,CD16+ NK cells,PSEN1,NOTCH2
B cells|CD16+ NK cells|PTDSS1|JMJD6,0.8764514377911432,0.8274186121047904,0.04903282568635281,0.04903282568635281,B cells,CD16+ NK cells,PTDSS1,JMJD6
B cells|CD16+ NK cells|SELPLG|ITGAM,0.6734086583937815,1.0,-0.3265913416062185,0.3265913416062185,B cells,CD16+ NK cells,SELPLG,ITGAM
B cells|CD16+ NK cells|SELPLG|ITGB2,0.04113920465639391,0.03428151319410472,0.006857691462289192,0.006857691462289192,B cells,CD16+ NK cells,SELPLG,ITGB2
B cells|CD16+ NK cells|SELPLG|SELL,0.5540802153361973,0.5207124741140464,0.033367741222150915,0.033367741222150915,B cells,CD16+ NK cells,SELPLG,SELL
B cells|CD16+ NK cells|SEMA4D|CD72,0.46957745255030425,1.0,-0.5304225474496957,0.5304225474496957,B cells,CD16+ NK cells,SEMA4D,CD72
B cells|CD16+ NK cells|SPTAN1|PTPRA,1.0,0.504459522893168,0.495540477106832,0.495540477106832,B cells,CD16+ NK cells,SPTAN1,PTPRA
B cells|CD16+ NK cells|TNF|NOTCH1,1.0,1.0,0.0,0.0,B cells,CD16+ NK cells,TNF,NOTCH1
B cells|CD16+ NK cells|TNF|TNFRSF1A,1.0,0.5586839691936569,0.4413160308063431,0.4413160308063431,B cells,CD16+ NK cells,TNF,TNFRSF1A
B cells|CD16+ NK cells|TNF|TNFRSF1B,0.5977950460954293,0.6401603741179519,-0.042365328022522575,0.042365328022522575,B cells,CD16+ NK cells,TNF,TNFRSF1B
B cells|CD16+ NK cells|VIM|CD44,0.04118251649096324,0.14410485496883418,-0.10292233847787094,0.10292233847787094,B cells,CD16+ NK cells,VIM,CD44
B cells|CD16+ NK cells|YBX1|NOTCH1,1.0,0.8994031446182054,0.10059685538179464,0.10059685538179464,B cells,CD16+ NK cells,YBX1,NOTCH1
B cells|CD16- NK cells|ACTR2|ADRB2,0.40557755825008607,0.7564216076904385,-0.35084404944035247,0.35084404944035247,B cells,CD16- NK cells,ACTR2,ADRB2
B cells|CD16- NK cells|ADAM10|CD44,0.7933054397539685,0.6375241140245567,0.15578132572941183,0.15578132572941183,B cells,CD16- NK cells,ADAM10,CD44
B cells|CD16- NK cells|ADAM10|NOTCH1,1.0,0.9150349030827962,0.08496509691720378,0.08496509691720378,B cells,CD16- NK cells,ADAM10,NOTCH1
B cells|CD16- NK cells|ADAM10|NOTCH2,1.0,1.0,0.0,0.0,B cells,CD16- NK cells,ADAM10,NOTCH2
B cells|CD16- NK cells|ADAM10|TSPAN14,1.0,1.0,0.0,0.0,B cells,CD16- NK cells,ADAM10,TSPAN14
B cells|CD16- NK cells|ARF6|SMAP1,0.5491902781764196,1.0,-0.45080972182358037,0.45080972182358037,B cells,CD16- NK cells,ARF6,SMAP1
B cells|CD16- NK cells|ARPC5|ADRB2,1.0,1.0,0.0,0.0,B cells,CD16- NK cells,ARPC5,ADRB2
