interaction,importance
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|IL16|CD4,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ADAM10|CD44,0.0
Naive B cells|Tem/Trm cytotoxic T cells|CD72|CD5,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|FASLG|FAS,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|GNAS|ADCY7,0.0
Naive B cells|Tem/Trm cytotoxic T cells|IL24|NOTCH2,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|SPON2|ITGB2,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|LRPAP1|LDLR,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|ADAM10|NOTCH1,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-A|CD8B,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|GNAI2|S1PR1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|LTA|TNFRSF14,0.0
Regulatory T cells|Regulatory T cells|SELPLG|ITGB2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|MIF|TNFRSF14,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ADAM10|TSPAN14,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|ADAM10|TSPAN14,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ICAM3|ITGAL,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|HLA-DQB1|CD4,0.0
Regulatory T cells|Regulatory T cells|HLA-DRB1|LAG3,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|ICAM1|SPN,0.0
Tem/Trm cytotoxic T cells|Naive B cells|MIF|CD74_CXCR4,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|LGALS1|ITGB1,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|TNF|TNFRSF1A,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|ICAM2|ITGAL_ITGB2,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|HLA-DRA|CD4,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|PTDSS1|JMJD6,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|SPON2|ITGB1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|CCL3|CCR5,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|GNAI2|ADCY7,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|LGALS9|SLC1A5,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|LTB|TNFRSF1A,0.0
Tem/Trm cytotoxic T cells|Naive B cells|HMGB1|CXCR4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-G|KLRD1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|LTA|TNFRSF1B,0.0
Naive B cells|Tem/Trm cytotoxic T cells|HLA-E|CD8B,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|ADAM10|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|TNFSF9|TNFRSF9,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|TNF|NOTCH1,0.0
Regulatory T cells|Regulatory T cells|ADAM10|IL6R,0.0
Tem/Trm cytotoxic T cells|Naive B cells|ST6GAL1|CD22,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|LGALS9|CD47,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|NAMPT|ADORA2A,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|GPI|AMFR,0.0
Regulatory T cells|Regulatory T cells|MIF|CD74_CXCR4,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|HMGB1|CXCR4,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|GNAI2|S1PR1,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-G|KLRC1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|GNAI2|CCR5,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ADAM10|NOTCH2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-DPA1|LAG3,0.0
Regulatory T cells|Naive B cells|VIM|CD44,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HLA-E|KLRK1,0.0
Naive B cells|Tem/Trm cytotoxic T cells|HLA-B|CD8A,0.0
Naive B cells|Regulatory T cells|HLA-DPA1|CD4,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|CD58|CD2,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|ADAM17|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|ARF6|SMAP1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|TNF|TRADD,0.0
Regulatory T cells|Regulatory T cells|ADAM10|NOTCH2,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-F|CD8B,0.0
Regulatory T cells|Regulatory T cells|LTA|RIPK1,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|CLEC2D|KLRB1,0.0
Regulatory T cells|Regulatory T cells|CLEC2D|KLRB1,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|ICAM1|IL2RG,0.0
Naive B cells|Regulatory T cells|HLA-DRB1|CD4,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|PKM|CD44,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|LGALS9|HAVCR2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|TNF|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|BSG|SLC16A1,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-A|APLP2,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|MAML2|NOTCH1,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|GSTP1|TRAF2,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|CCL5|CXCR3,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|HMGB1|CXCR4,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-G|CD8B,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|CLEC2B|KLRF1,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|GNAS|ADRB2,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|IL16|KCNA3,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|CLEC2D|KLRB1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-B|CD8B,0.0
Regulatory T cells|Regulatory T cells|GNAS|ADCY7,0.0
Regulatory T cells|Regulatory T cells|IL24|IL10RB,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|HLA-C|CD8A,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|GNAI2|F2R,0.0
Regulatory T cells|Regulatory T cells|VIM|CD44,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|LGALS9|PTPRC,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HLA-E|CD8B,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|LGALS9|SLC1A5,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|TGFB1|LPP,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HLA-B|CD3D,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-F|CD8B,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-DQA2|LAG3,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-DPB1|LAG3,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|ARF6|SMAP1,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|FASLG|TNFRSF10B,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|TGFB1|ITGB1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|ICAM1|SPN,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HMGB1|CXCR4,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HLA-DRB1|LAG3,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|TNF|TRADD,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|MIF|TNFRSF14,0.0
Naive B cells|Tem/Trm cytotoxic T cells|ADAM28|ITGA4,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|HLA-DMA|CD4,0.0
Tem/Trm cytotoxic T cells|Naive B cells|ADAM10|NOTCH2,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|LMAN1|MCFD2,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HLA-A|CD8A,0.0
Naive B cells|Tem/Trm cytotoxic T cells|MIF|CD44_CD74,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|TNF|TRADD,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ADAM17|ITGB1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|NUCB2|ERAP1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|BTLA|CD247,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HLA-G|CD8B,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|PSEN1|NOTCH1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|GPI|AMFR,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|LGALS9|CD44,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|TGFB1|LPP,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|CALM1|PTPRA,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-A|CD8A,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|LGALS1|PTPRC,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-A|CD8A,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|ARPC5|ADRB2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|LRPAP1|LDLR,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|CCL5|CCR5,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-C|CD8B,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|GRN|TNFRSF1A,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|IL16|CD4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DPA1|CD4,0.0
Regulatory T cells|Regulatory T cells|YBX1|NOTCH1,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|GNAI2|F2R,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|CCL4L1|CCR5,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|IL16|CCR5,0.0
Regulatory T cells|Regulatory T cells|ICAM3|ITGAL,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|B2M|KLRD1,0.0
Naive B cells|Regulatory T cells|CALM1|FAS,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|LGALS1|CD69,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DRB5|CD4,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|ICAM1|SPN,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|PSEN1|NCSTN,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|MFNG|NOTCH1,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|TNF|TRAF2,0.0
Regulatory T cells|Regulatory T cells|TXLNA|STX4,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|TNFSF9|TNFRSF9,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-G|KLRD1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|CALM1|FAS,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|TNFSF10|RIPK1,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|CLEC2D|KLRB1,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DRB5|LAG3,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-G|CD8A,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|YBX1|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|ADAM10|NOTCH2,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|PSEN1|NCSTN,0.0
Naive B cells|Naive B cells|CD22|PTPRC,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-C|CD8B,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|ADAM10|TSPAN17,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|NUCB2|ERAP1,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|ARPC5|ADRB2,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|HLA-DRB5|LAG3,0.0
Naive B cells|Regulatory T cells|HMGB1|CXCR4,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|LAMA5|CD44,0.0
Naive B cells|Regulatory T cells|CD72|CD5,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|SPON2|ITGA4,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|LGALS9|PTPRC,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|LGALS3BP|ITGB1,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ACTR2|LDLR,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|PSEN1|NOTCH1,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ARF6|SMAP1,0.0
Naive B cells|Regulatory T cells|VIM|CD44,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|LGALS1|PTPRC,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-B|CD3D,0.0
Regulatory T cells|Regulatory T cells|PKM|CD44,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|MFNG|NOTCH2,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|SELPLG|SELL,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ADAM17|NOTCH1,0.0
Naive B cells|Tem/Trm cytotoxic T cells|VIM|CD44,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|GZMA|F2R,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DQB2|LAG3,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|GNAI2|CXCR3,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|GZMB|IGF2R,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|SELPLG|ITGAM,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DQA2|CD4,0.0
Regulatory T cells|Regulatory T cells|BSG|SLC16A1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|ICAM2|ITGAL_ITGB2,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|SPON2|ITGB1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|LGALS9|PTPRC,0.0
Regulatory T cells|Regulatory T cells|MAML2|NOTCH2,0.0
Regulatory T cells|Regulatory T cells|HLA-DQB1|CD4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|MFNG|NOTCH2,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|LGALS1|CD69,0.0
Regulatory T cells|Regulatory T cells|LGALS9|CD47,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|IL24|NOTCH2,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|TNF|NOTCH1,0.0
Naive B cells|Regulatory T cells|PKM|CD44,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|TNF|ICOS,0.0
Regulatory T cells|Regulatory T cells|SECTM1|CD7,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|ENTPD1|ADORA2A,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|LGALS1|PTPRC,0.0
Regulatory T cells|Regulatory T cells|IL16|CCR5,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|ADAM17|ITGA5,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|MIF|CD44_CD74,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|CD47|SIRPG,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|TIMP1|CD63,0.0
Regulatory T cells|Regulatory T cells|GNAI2|F2R,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|ARF6|SMAP1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|LGALS9|CD44,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|TNFSF10|RIPK1,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|GNAS|ADCY7,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-E|CD8A,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-B|LILRB1,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|SPTAN1|PTPRA,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-C|LILRB1,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ICAM2|ITGAL_ITGB2,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|TNF|TNFRSF1B,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|PSEN1|CD44,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-DRB1|CD4,0.0
Tem/Trm cytotoxic T cells|Naive B cells|SELPLG|ITGB2,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|PSEN1|NOTCH2,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|ADAM17|ITGB1,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DRA|CD4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-A|CD8B,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|LGALS1|CD69,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|PSEN1|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|TIMP1|CD63,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|MIF|TNFRSF14,0.0
Naive B cells|Regulatory T cells|ARF6|SMAP1,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|LCK|CD8A_CD8B,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|PKM|CD44,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|HLA-DQA1|CD4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|YBX1|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|CCL5|CCR5,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|TGFB1|LPP,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-F|CD8B,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DRB1|LAG3,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|GPI|AMFR,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|TNFSF9|TNFRSF9,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|ADAM17|ITGB1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|HLA-E|KLRC3_KLRD1,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|B2M|KLRD1,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|CCL4|CCR5,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|LGALS9|SLC1A5,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|MIF|CD74_CXCR4,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ICAM1|ITGAL_ITGB2,0.0
Naive B cells|Tem/Trm cytotoxic T cells|CD47|SIRPG,0.0
Tem/Trm cytotoxic T cells|Naive B cells|GPI|AMFR,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|MIF|CD74_CXCR4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|ADAM10|TSPAN14,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|CLEC2D|KLRB1,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|TNFSF10|TNFRSF10B,0.0
Regulatory T cells|Naive B cells|PSEN1|NOTCH2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|SPON2|ITGB2,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|GNAS|ADRB2,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|MAML2|NOTCH2,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|ACTR2|ADRB2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|BSG|SLC16A1,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|BSG|SLC16A1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|VIM|CD44,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|ICAM1|SPN,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|HLA-DPB1|LAG3,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-B|LILRB1,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|VIM|CD44,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|TNFSF9|TNFRSF9,0.0
Regulatory T cells|Regulatory T cells|CD47|SIRPG,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|NAMPT|ADORA2A,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|CD59|CD2,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|TNF|TRADD,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|PKM|CD44,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|GZMA|F2R,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|ICAM1|IL2RA,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|TNF|TRADD,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|GPI|AMFR,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-E|CD8A,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-E|KLRK1,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|LGALS9|CD47,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|ADAM17|ITGB1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|TGFB1|TGFBR3,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|GNAI2|F2R,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-DQB1|LAG3,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|ADAM17|RHBDF2,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|SPON2|ITGA4,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|GNAI2|F2R,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|GPI|AMFR,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|GNAI2|S1PR1,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-C|CD8A,0.0
Tem/Trm cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-F|CD8B,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|ENTPD1|ADORA2A,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|CD58|CD2,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|B2M|KLRC1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|TXLNA|STX4,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|LAMA5|CD44,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|CCL5|SDC4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|HLA-DQB1|CD4,0.0
Tem/Temra cytotoxic T cells|Tem/Temra cytotoxic T cells|PSEN1|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|ADAM10|NOTCH2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|CD99|CD81,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|GZMA|F2R,0.0
Regulatory T cells|Regulatory T cells|MFNG|NOTCH1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-F|CD8A,0.0
Regulatory T cells|Regulatory T cells|PSEN1|NOTCH2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-B|KLRD1,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|ADAM17|IL6R,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|ICAM1|ITGAL_ITGB2,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|B2M|KLRD1,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|HLA-DRB5|CD4,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|FASLG|FAS,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|CCL5|CCR5,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|MIF|CD44_CD74,0.0
Tem/Temra cytotoxic T cells|Regulatory T cells|YBX1|NOTCH1,0.0
Regulatory T cells|Naive B cells|PSEN1|NCSTN,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|CCL4|CCR5,0.0
Regulatory T cells|Tem/Temra cytotoxic T cells|HLA-E|KLRK1,0.0
Tem/Trm cytotoxic T cells|Tem/Trm cytotoxic T cells|BSG|SLC16A1,0.0
Naive B cells|Tem/Trm cytotoxic T cells|HLA-A|CD8A,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|ICAM3|ITGAL,0.0
Regulatory T cells|Tem/Trm cytotoxic T cells|LGALS1|PTPRC,0.0
Tem/Trm cytotoxic T cells|Regulatory T cells|HMGB1|HAVCR2,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|HLA-G|CD8A,0.0
Regulatory T cells|Regulatory T cells|LRPAP1|SORL1,0.0
Tem/Temra cytotoxic T cells|Tem/Trm cytotoxic T cells|ICAM1|ITGAL_ITGB2,0.0
Naive B cells|Tem/Trm cytotoxic T cells|CD22|PTPRC,0.0
